MaSV,TenSV,GPA,ChuyenCan,DiemGiuaKy,SoMonTruot,SoTinChi,LichSuCanhBao,NoHocPhi,NguyCo
SV22672,Bùi Ngọc Hương,2.76,33,6.9,0,15,0,0,Thap
SV22673,Trần Văn Dũng,2.4,44,6.0,3,18,0,0,Cao
SV22674,Vũ Văn Dũng,2.2,60,5.5,2,15,0,0,Trung Binh
SV22675,Trần Minh Giang,2.75,39,6.9,2,18,0,0,Thap
SV22676,Trần Ngọc Nam,2.13,33,5.3,0,18,0,0,Trung Binh
SV22677,Lê Quang Trang,0.0,33,0.0,7,21,0,0,Cao
SV22678,Lê Thảo Cường,2.77,40,6.9,0,15,0,0,Thap
SV22679,Vũ Thảo Dũng,0.0,33,0.0,6,18,1,1,Trung Binh
SV22680,Bùi Minh Hương,3.16,33,7.9,0,15,0,0,Thap
SV22681,Bùi Văn Hương,2.51,62,6.3,2,42,0,0,Thap
SV22682,Nguyễn Văn Linh,2.56,43,6.4,1,21,0,0,Cao
SV22683,Bùi Quang Khánh,0.0,33,0.0,5,15,1,1,Cao
SV22684,Lê Ngọc Nam,2.6,53,6.5,2,15,0,0,Thap
SV22685,Đặng Đức Cường,0.0,44,0.0,6,18,0,0,Cao
SV22686,Vũ Ngọc Hương,2.16,47,5.4,0,15,0,0,Trung Binh
SV22687,Lê Đức Cường,2.2,47,5.5,0,15,0,0,Trung Binh
SV22688,Nguyễn Thị Bình,0.0,33,0.0,4,12,1,1,Cao
SV22689,Nguyễn Quang Bình,0.0,47,0.0,5,15,1,1,Trung Binh
SV22690,Đặng Thị An,2.4,56,6.0,4,18,0,0,Cao
SV22691,Vũ Ngọc Khánh,2.15,47,5.4,1,15,0,0,Cao
SV22692,Nguyễn Quang Linh,2.32,53,5.8,0,15,0,0,Thap
SV22693,Vũ Minh Linh,2.36,40,5.9,0,15,0,0,Thap
SV22694,Đặng Minh Nam,3.2,39,8.0,0,18,0,0,Thap
SV22695,Phạm Thị Cường,2.53,33,6.3,0,18,0,0,Thap
SV22696,Trần Anh An,2.88,57,7.2,3,21,1,1,Trung Binh
SV22697,Phạm Anh Hương,0.0,33,0.0,6,18,1,1,Cao
SV22698,Hoàng Văn Cường,2.45,61,6.1,2,18,1,1,Trung Binh
SV22699,Nguyễn Minh Giang,2.52,43,6.3,2,21,0,0,Cao
SV22700,Hoàng Thảo Hương,2.68,33,6.7,1,24,0,0,Thap
SV22701,Bùi Thị An,0.0,85,0.0,0,0,1,1,Cao
SV22702,Phạm Thị An,2.0,50,5.0,5,18,0,0,Cao
SV22703,Nguyễn Minh Khánh,0.0,33,0.0,5,15,1,1,Cao
SV22704,Đặng Đức Giang,2.25,89,5.6,3,18,0,0,Cao
SV22705,Đặng Đức Bình,0.0,67,0.0,5,15,0,0,Trung Binh
SV22706,Vũ Anh Dũng,2.13,53,5.3,2,15,0,0,Cao
SV22707,Vũ Ngọc Khánh,2.35,47,5.9,1,15,0,0,Thap
SV22708,Bùi Minh Bình,0.0,33,0.0,5,15,0,0,Cao
SV22709,Trần Thị An,2.53,33,6.3,0,18,0,0,Thap
SV22710,Hoàng Đức Hương,2.39,67,6.0,0,21,0,0,Trung Binh
SV22711,Vũ Thảo Nam,2.8,39,7.0,1,18,0,0,Thap
SV22712,Phạm Văn Hương,0.0,33,0.0,6,18,0,0,Cao
SV22713,Đặng Anh Trang,2.3,73,5.8,3,15,1,1,Cao
SV22714,Vũ Minh Bình,2.4,56,6.0,0,18,0,0,Thap
SV22715,Vũ Anh An,3.29,39,8.2,0,18,1,1,Cao
SV22716,Đặng Quang Trang,2.67,43,6.7,2,21,0,0,Thap
SV22717,Hoàng Quang Trang,0.0,33,0.0,7,21,0,0,Trung Binh
SV22718,Nguyễn Quang Dũng,2.93,43,7.3,0,21,0,0,Thap
SV22719,Hoàng Quang Nam,2.82,33,7.1,1,24,0,0,Thap
SV22720,Hoàng Anh Bình,2.97,39,7.4,0,18,0,0,Thap
SV22721,Đặng Thị An,2.77,39,6.9,0,18,0,0,Thap
SV22722,Bùi Quang Hương,2.2,67,5.5,2,15,0,0,Trung Binh
SV22723,Đặng Thảo Trang,2.35,61,5.9,2,18,0,0,Trung Binh
SV22724,Lê Quang Cường,2.0,100,5.0,3,15,0,0,Cao
SV22725,Đặng Anh Bình,2.48,62,6.2,2,24,0,0,Thap
SV22726,Nguyễn Văn Nam,2.2,80,5.5,4,15,0,0,Trung Binh
SV22727,Đặng Quang Cường,2.89,78,7.2,1,18,0,0,Thap
SV22728,Trần Thảo Bình,2.86,33,7.2,1,24,0,0,Thap
SV22729,Lê Quang Nam,3.09,44,7.7,0,18,0,0,Trung Binh
SV22730,Nguyễn Anh Dũng,2.4,60,6.0,1,15,0,0,Thap
SV22731,Bùi Ngọc Khánh,2.77,39,6.9,0,18,0,0,Thap
SV22732,Trần Quang Trang,2.43,33,6.1,0,18,0,0,Thap
SV22733,Trần Ngọc Dũng,2.8,33,7.0,1,24,0,0,Trung Binh
SV22734,Hoàng Ngọc An,2.07,83,5.2,4,18,0,0,Trung Binh
SV22735,Nguyễn Thị Cường,2.64,39,6.6,1,18,0,0,Thap
SV22736,Đặng Quang Trang,3.08,33,7.7,1,21,1,1,Thap
SV22737,Lê Thảo Linh,2.68,33,6.7,0,21,0,0,Thap
SV22738,Bùi Văn An,2.17,72,5.4,0,18,1,1,Cao
SV22739,Bùi Ngọc Bình,2.27,73,5.7,0,15,0,0,Thap
SV22740,Trần Thị Dũng,2.9,47,7.2,1,15,0,0,Thap
SV22741,Trần Quang Nam,2.83,33,7.1,0,18,0,0,Thap
SV22742,Đặng Đức Hương,2.57,39,6.4,0,18,0,0,Thap
SV22743,Bùi Quang Trang,2.67,39,6.7,0,18,0,0,Thap
SV22744,Nguyễn Minh Trang,2.73,39,6.8,0,18,0,0,Thap
SV22745,Nguyễn Anh Giang,2.17,33,5.4,0,18,1,1,Cao
SV22746,Vũ Văn Linh,2.69,39,6.7,0,18,0,0,Thap
SV22747,Bùi Ngọc Linh,2.48,33,6.2,0,21,1,1,Trung Binh
SV22748,Nguyễn Văn Linh,0.0,44,0.0,6,18,0,0,Cao
SV22749,Hoàng Văn Bình,0.0,33,0.0,4,12,0,0,Cao
SV22750,Bùi Văn Linh,2.3,60,5.8,1,15,0,0,Cao
SV22751,Nguyễn Đức An,0.0,53,0.0,5,15,0,0,Cao
SV22752,Nguyễn Anh Bình,2.83,44,7.1,0,18,0,0,Thap
SV22753,Bùi Ngọc Linh,0.0,33,0.0,6,18,0,0,Cao
SV22754,Trần Minh Giang,2.76,40,6.9,0,30,0,0,Thap
SV22755,Hoàng Thị Khánh,2.72,33,6.8,0,30,0,0,Cao
SV22756,Hoàng Thảo Trang,2.35,48,5.9,1,48,0,0,Thap
SV22757,Hoàng Văn Bình,2.0,53,5.0,4,15,0,0,Cao
SV22758,Trần Thảo Dũng,0.0,100,0.0,6,18,0,0,Cao
SV22759,Hoàng Anh Bình,0.0,33,0.0,6,18,0,0,Trung Binh
SV22760,Nguyễn Văn An,2.16,67,5.4,2,18,0,0,Trung Binh
SV22761,Hoàng Quang Dũng,2.61,38,6.5,1,21,0,0,Cao
SV22762,Trần Minh Dũng,2.2,48,5.5,1,27,0,0,Trung Binh
SV22763,Bùi Thảo Nam,2.47,56,6.2,3,18,0,0,Trung Binh
SV22764,Hoàng Quang Giang,2.36,48,5.9,1,33,0,0,Thap
SV22765,Đặng Minh Trang,2.2,53,5.5,2,15,0,0,Trung Binh
SV22766,Phạm Thị Nam,2.62,33,6.6,0,24,0,0,Thap
SV22767,Trần Thị An,2.88,33,7.2,1,24,0,0,Thap
SV22768,Trần Thảo Giang,0.0,33,0.0,5,15,0,0,Cao
SV22769,Lê Thị An,2.47,53,6.2,0,15,0,0,Thap
SV22770,Trần Minh An,0.0,43,0.0,7,21,0,0,Cao
SV22771,Phạm Văn An,2.82,43,7.0,0,21,0,0,Thap
SV22772,Bùi Quang Cường,2.61,33,6.5,0,24,0,0,Thap
SV22773,Lê Văn Khánh,2.57,42,6.4,3,24,0,0,Trung Binh
SV22774,Trần Minh Linh,2.85,33,7.1,0,24,0,0,Thap
SV22775,Phạm Đức Giang,2.81,43,7.0,2,21,0,0,Trung Binh
SV22776,Vũ Quang Dũng,3.02,33,7.5,1,24,0,0,Thap
SV22777,Bùi Thảo Hương,0.0,85,0.0,0,0,0,0,Trung Binh
SV22778,Vũ Văn An,2.75,33,6.9,1,15,0,0,Trung Binh
SV22779,Nguyễn Thị Hương,2.63,55,6.6,0,51,0,0,Thap
SV22780,Bùi Thảo Trang,2.47,50,6.2,1,18,0,0,Thap
SV22781,Bùi Anh Khánh,2.76,38,6.9,0,21,0,0,Thap
SV22782,Phạm Ngọc Dũng,2.07,67,5.2,3,18,1,1,Cao
SV22783,Bùi Quang Nam,2.27,61,5.7,3,18,0,0,Trung Binh
SV22784,Vũ Minh Trang,2.64,39,6.6,1,18,0,0,Trung Binh
SV22785,Trần Ngọc Khánh,2.71,44,6.8,0,18,0,0,Thap
SV22786,Nguyễn Thị Nam,2.55,42,6.4,0,33,0,0,Thap
SV22787,Hoàng Đức Cường,2.6,61,6.5,3,18,0,0,Cao
SV22788,Phạm Đức Trang,2.27,47,5.7,2,15,0,0,Trung Binh
SV22789,Lê Thị An,0.0,67,0.0,6,18,1,1,Cao
SV22790,Phạm Thị An,0.0,85,0.0,0,0,1,1,Cao
SV22791,Hoàng Ngọc Linh,2.5,47,6.2,3,15,0,0,Cao
SV22792,Vũ Thị Trang,2.97,39,7.4,0,18,0,0,Thap
SV22793,Hoàng Đức Dũng,2.4,48,6.0,1,27,0,0,Thap
SV22794,Bùi Thị Trang,0.0,85,0.0,0,0,1,1,Thap
SV22795,Nguyễn Quang Khánh,0.0,33,0.0,5,15,0,0,Trung Binh
SV22796,Nguyễn Ngọc Bình,2.57,38,6.4,0,21,0,0,Thap
SV22797,Phạm Đức Cường,0.0,0,0.0,7,21,0,0,Cao
SV22798,Đặng Đức Linh,2.67,33,6.7,0,18,0,0,Thap
SV22799,Trần Thảo Dũng,2.61,48,6.5,0,42,0,0,Thap
SV22800,Vũ Thảo Cường,2.4,62,6.0,2,21,0,0,Cao
SV22801,Trần Đức Hương,3.1,33,7.8,0,18,0,0,Thap
SV22802,Hoàng Thảo Dũng,0.0,33,0.0,6,18,0,0,Cao
SV22803,Vũ Thị Dũng,2.94,39,7.4,0,18,0,0,Thap
SV22804,Lê Ngọc Giang,3.34,39,8.4,0,18,0,0,Thap
SV22805,Lê Thảo Khánh,2.17,50,5.4,0,18,0,0,Thap
SV22806,Bùi Thảo Cường,2.33,38,5.8,1,21,0,0,Thap
SV22807,Vũ Đức Giang,2.32,44,5.8,1,18,0,0,Thap
SV22808,Lê Anh Khánh,2.92,44,7.3,0,18,0,0,Trung Binh
SV22809,Lê Anh Cường,2.43,33,6.1,0,18,0,0,Thap
SV22810,Trần Anh Khánh,2.68,57,6.7,3,21,0,0,Trung Binh
SV22811,Hoàng Anh Nam,2.5,33,6.2,0,18,0,0,Thap
SV22812,Đặng Minh Hương,2.51,38,6.3,2,21,1,1,Cao
SV22813,Nguyễn Thị Giang,2.64,33,6.6,0,21,0,0,Thap
SV22814,Bùi Anh Nam,2.2,61,5.5,3,18,1,1,Thap
SV22815,Lê Ngọc Linh,0.0,85,0.0,0,0,0,0,Thap
SV22816,Trần Thảo Cường,2.32,61,5.8,1,18,0,0,Thap
SV22817,Đặng Ngọc Khánh,2.85,33,7.1,1,21,0,0,Thap
SV22818,Vũ Thị Hương,2.2,40,5.5,1,15,0,0,Trung Binh
SV22819,Phạm Quang Bình,2.53,37,6.3,1,30,0,0,Thap
SV22820,Nguyễn Thị Trang,0.0,33,0.0,6,18,0,0,Trung Binh
SV22821,Nguyễn Văn Cường,2.55,46,6.4,1,24,0,0,Thap
SV22822,Vũ Quang Cường,0.0,80,0.0,5,15,0,0,Cao
SV22823,Nguyễn Đức Khánh,3.1,33,7.8,0,18,0,0,Thap
SV22824,Phạm Thị Bình,2.66,39,6.6,0,18,0,0,Trung Binh
SV22825,Trần Anh Hương,2.34,52,5.9,2,21,0,0,Trung Binh
SV22826,Nguyễn Đức Bình,2.27,44,5.7,0,18,0,0,Cao
SV22827,Hoàng Minh Bình,2.67,33,6.7,0,18,0,0,Thap
SV22828,Phạm Văn Trang,2.47,87,6.2,1,15,0,0,Thap
SV22829,Trần Ngọc Linh,2.47,33,6.2,0,18,0,0,Trung Binh
SV22830,Hoàng Minh Nam,0.0,85,0.0,0,0,0,0,Cao
SV22831,Đặng Đức Nam,2.52,53,6.3,0,15,0,0,Thap
SV22832,Trần Thảo Trang,2.52,33,6.3,0,15,0,0,Trung Binh
SV22833,Lê Đức Giang,2.87,56,7.2,0,18,1,1,Trung Binh
SV22834,Phạm Thị Giang,2.4,53,6.0,2,15,0,0,Trung Binh
SV22835,Phạm Thảo Linh,2.97,39,7.4,0,18,0,0,Thap
SV22836,Phạm Anh Trang,2.38,38,6.0,3,45,0,0,Thap
SV22837,Phạm Anh Hương,0.0,33,0.0,5,15,0,0,Cao
SV22838,Trần Anh Hương,2.67,80,6.7,2,15,0,0,Trung Binh
SV22839,Hoàng Đức Bình,0.0,33,0.0,5,15,0,0,Cao
SV22840,Vũ Quang Dũng,3.4,33,8.5,0,18,0,0,Thap
SV22841,Bùi Quang Khánh,2.33,72,5.8,3,18,0,0,Trung Binh
SV22842,Nguyễn Văn Trang,2.44,42,6.1,0,57,0,0,Thap
SV22843,Vũ Ngọc Hương,2.6,44,6.5,0,18,0,0,Thap
SV22844,Hoàng Đức Hương,0.0,0,0.0,5,15,1,1,Cao
SV22845,Phạm Thị Khánh,2.1,60,5.2,3,15,0,0,Trung Binh
SV22846,Vũ Thị Hương,2.71,39,6.8,0,18,0,0,Thap
SV22847,Nguyễn Minh Bình,2.8,78,7.0,2,9,0,0,Cao
SV22848,Vũ Thảo Cường,0.0,33,0.0,5,15,0,0,Cao
SV22849,Trần Thảo Linh,2.49,44,6.2,2,45,0,0,Cao
SV22850,Hoàng Thảo Hương,2.88,44,7.2,2,18,0,0,Thap
SV22851,Hoàng Văn Khánh,0.0,33,0.0,6,18,0,0,Cao
SV22852,Bùi Văn Bình,2.87,33,7.2,0,18,1,1,Thap
SV22853,Bùi Đức Nam,2.38,54,6.0,2,39,1,1,Thap
SV22854,Phạm Thảo Trang,2.74,44,6.9,0,18,0,0,Thap
SV22855,Lê Thị Nam,0.0,0,0.0,7,21,1,1,Cao
SV22856,Phạm Thị Trang,2.69,48,6.7,2,21,0,0,Cao
SV22857,Trần Văn Khánh,3.0,33,7.5,0,18,0,0,Thap
SV22858,Trần Văn Dũng,0.0,85,0.0,0,0,0,0,Cao
SV22859,Bùi Ngọc Khánh,2.68,39,6.7,1,18,0,0,Thap
SV22860,Hoàng Quang Khánh,2.6,50,6.5,1,18,0,0,Trung Binh
SV22861,Bùi Văn Giang,2.25,72,5.6,2,18,1,1,Thap
SV22862,Trần Thị An,2.52,33,6.3,0,15,0,0,Thap
SV22863,Hoàng Thị Dũng,2.53,44,6.3,0,18,0,0,Thap
SV22864,Lê Minh Bình,2.47,37,6.2,0,63,1,1,Thap
SV22865,Hoàng Ngọc Bình,2.4,61,6.0,1,18,0,0,Cao
SV22866,Vũ Ngọc Linh,3.28,33,8.2,0,15,0,0,Thap
SV22867,Bùi Anh Giang,0.0,33,0.0,1,3,0,0,Cao
SV22868,Trần Quang Dũng,2.55,56,6.4,0,18,0,0,Thap
SV22869,Nguyễn Minh Bình,2.9,93,7.2,1,15,0,0,Trung Binh
SV22870,Trần Thị Dũng,2.96,33,7.4,0,15,0,0,Thap
SV22871,Nguyễn Quang Linh,2.07,43,5.2,0,51,0,0,Thap
SV22872,Nguyễn Đức Trang,0.0,0,0.0,7,21,0,0,Cao
SV22873,Lê Thị Giang,2.13,50,5.3,4,30,0,0,Trung Binh
SV22874,Vũ Minh Trang,2.54,47,6.3,2,45,0,0,Thap
SV22875,Đặng Minh Hương,0.0,0,0.0,5,15,0,0,Cao
SV22876,Bùi Văn Linh,2.36,33,5.9,0,45,0,0,Trung Binh
SV22877,Trần Anh Nam,0.0,33,0.0,7,21,1,1,Cao
SV22878,Bùi Thị Nam,2.47,50,6.2,1,18,0,0,Trung Binh
SV22879,Bùi Anh Trang,2.6,50,6.5,1,36,0,0,Cao
SV22880,Vũ Ngọc Cường,2.5,72,6.2,2,18,0,0,Cao
SV22881,Hoàng Minh Trang,2.44,44,6.1,1,18,0,0,Thap
SV22882,Bùi Minh Trang,2.2,50,5.5,2,30,0,0,Trung Binh
SV22883,Trần Quang Bình,2.0,93,5.0,4,15,0,0,Cao
SV22884,Lê Đức Bình,2.47,39,6.2,0,18,0,0,Thap
SV22885,Hoàng Anh Hương,2.86,33,7.2,0,39,0,0,Thap
SV22886,Phạm Thị Giang,2.89,39,7.2,0,33,0,0,Thap
SV22887,Đặng Thị Trang,2.2,40,5.5,0,15,0,0,Thap
SV22888,Bùi Đức Khánh,2.63,44,6.6,0,18,0,0,Thap
SV22889,Bùi Ngọc Nam,2.75,44,6.9,0,18,0,0,Thap
SV22890,Bùi Quang Giang,2.8,33,7.0,0,18,0,0,Thap
SV22891,Hoàng Anh Trang,2.75,54,6.9,0,24,0,0,Thap
SV22892,Phạm Anh Nam,0.0,33,0.0,5,15,0,0,Cao
SV22893,Hoàng Ngọc Bình,2.63,33,6.6,0,18,0,0,Thap
SV22894,Đặng Thị Linh,2.49,33,6.2,3,36,0,0,Cao
SV22895,Đặng Quang Linh,2.53,39,6.3,0,18,0,0,Thap
SV22896,Phạm Thảo Cường,2.27,39,5.7,0,18,0,0,Thap
SV22897,Đặng Quang Dũng,2.25,60,5.6,1,15,0,0,Trung Binh
SV22898,Hoàng Ngọc An,2.72,38,6.8,0,21,0,0,Thap
SV22899,Phạm Minh Trang,2.48,33,6.2,1,24,0,0,Thap
SV22900,Hoàng Anh Khánh,0.0,85,0.0,0,0,0,0,Thap
SV22901,Hoàng Anh An,2.3,58,5.8,1,36,0,0,Trung Binh
SV22902,Lê Quang Linh,0.0,33,0.0,5,15,0,0,Cao
SV22903,Hoàng Quang Dũng,2.2,48,5.5,0,21,0,0,Thap
SV22904,Bùi Thảo Giang,2.8,33,7.0,0,18,0,0,Thap
SV22905,Trần Văn Trang,2.4,72,6.0,2,18,0,0,Cao
SV22906,Hoàng Thảo An,2.5,39,6.2,0,18,0,0,Thap
SV22907,Phạm Văn Giang,2.27,44,5.7,0,18,0,0,Thap
SV22908,Vũ Đức Hương,2.81,33,7.0,1,21,0,0,Thap
SV22909,Phạm Thảo Cường,2.71,52,6.8,1,27,0,0,Thap
SV22910,Hoàng Thị Bình,2.32,72,5.8,1,18,1,1,Cao
SV22911,Hoàng Quang Trang,0.0,0,0.0,6,18,0,0,Cao
SV22912,Hoàng Thảo Trang,2.66,33,6.6,0,24,0,0,Thap
SV22913,Vũ Minh Trang,0.0,0,0.0,6,18,0,0,Cao
SV22914,Vũ Đức Giang,2.88,44,7.2,0,18,0,0,Thap
SV22915,Nguyễn Quang Linh,0.0,0,0.0,5,15,0,0,Cao
SV22916,Nguyễn Thảo Giang,2.13,39,5.3,0,18,0,0,Trung Binh
SV22917,Bùi Minh Trang,2.68,49,6.7,1,39,0,0,Thap
SV22918,Lê Văn Hương,2.59,43,6.5,1,21,0,0,Thap
SV22919,Đặng Anh Cường,2.19,36,5.5,1,45,0,0,Cao
SV22920,Vũ Minh Trang,0.0,33,0.0,6,18,1,1,Cao
SV22921,Phạm Ngọc Dũng,0.0,85,0.0,0,0,0,0,Thap
SV22922,Đặng Thị Linh,2.65,33,6.6,2,18,0,0,Trung Binh
SV22923,Phạm Văn Khánh,2.27,78,5.7,0,18,0,0,Cao
SV22924,Phạm Thị Dũng,2.2,40,5.5,4,15,0,0,Cao
SV22925,Hoàng Minh Nam,2.55,38,6.4,1,24,0,0,Thap
SV22926,Hoàng Anh Bình,2.9,33,7.2,0,18,0,0,Thap
SV22927,Lê Minh Nam,2.77,33,6.9,0,18,1,1,Thap
SV22928,Đặng Thị Nam,2.25,53,5.6,1,15,0,0,Thap
SV22929,Vũ Đức Nam,0.0,85,0.0,0,0,0,0,Cao
SV22930,Đặng Anh Bình,2.73,42,6.8,7,24,0,0,Trung Binh
SV22931,Đặng Đức Trang,0.0,60,0.0,5,15,0,0,Cao
SV22932,Bùi Đức Dũng,2.6,67,6.5,4,15,1,1,Cao
SV22933,Hoàng Thị Trang,0.0,33,0.0,5,15,1,1,Cao
SV22934,Nguyễn Quang Trang,2.39,50,6.0,1,24,0,0,Thap
SV22935,Nguyễn Thảo Linh,0.0,67,0.0,6,18,0,0,Cao
SV22936,Lê Ngọc Trang,3.2,61,8.0,5,18,1,1,Cao
SV22937,Vũ Quang Trang,0.0,0,0.0,6,18,0,0,Cao
SV22938,Nguyễn Ngọc Hương,2.55,50,6.4,2,18,0,0,Cao
SV22939,Đặng Ngọc Dũng,2.2,60,5.5,1,15,0,0,Trung Binh
SV22940,Nguyễn Minh Nam,0.0,33,0.0,2,6,0,0,Cao
SV22941,Phạm Quang Khánh,2.44,39,6.1,1,18,0,0,Thap
SV22942,Trần Văn Linh,2.49,43,6.2,0,21,0,0,Trung Binh
SV22943,Bùi Quang Linh,2.9,33,7.2,0,36,0,0,Thap
SV22944,Bùi Minh Bình,2.6,36,6.5,6,36,0,0,Thap
SV22945,Đặng Thảo An,2.34,33,5.9,0,21,0,0,Thap
SV22946,Phạm Thị Nam,2.05,57,5.1,3,21,0,0,Cao
SV22947,Đặng Anh Dũng,0.0,0,0.0,6,18,0,0,Cao
SV22948,Bùi Thảo Dũng,2.48,50,6.2,0,18,0,0,Thap
SV22949,Lê Ngọc An,2.53,33,6.3,0,18,0,0,Thap
SV22950,Vũ Thị Nam,2.1,72,5.2,3,18,0,0,Cao
SV22951,Trần Quang An,2.82,61,7.1,0,18,0,0,Thap
SV22952,Phạm Quang Giang,2.93,39,7.3,0,18,0,0,Thap
SV22953,Bùi Đức Trang,2.28,53,5.7,0,15,0,0,Trung Binh
SV22954,Đặng Ngọc Giang,0.0,85,0.0,0,0,0,0,Cao
SV22955,Phạm Quang Khánh,2.8,39,7.0,0,18,0,0,Thap
SV22956,Phạm Thảo Giang,0.0,85,0.0,0,0,0,0,Thap
SV22957,Hoàng Quang An,0.0,33,0.0,7,21,0,0,Cao
SV22958,Trần Anh Cường,2.53,33,6.3,0,33,0,0,Thap
SV22959,Vũ Anh Bình,2.47,61,6.2,3,18,0,0,Cao
SV22960,Vũ Ngọc Dũng,3.0,39,7.5,0,18,0,0,Thap
SV22961,Phạm Đức Dũng,2.35,44,5.9,2,18,0,0,Thap
SV22962,Lê Anh Khánh,2.83,33,7.1,1,24,0,0,Thap
SV22963,Nguyễn Đức Giang,2.4,33,6.0,4,18,0,0,Cao
SV22964,Phạm Minh Bình,2.16,33,5.4,0,15,0,0,Thap
SV22965,Trần Anh Khánh,2.66,44,6.6,0,18,1,1,Cao
SV22966,Trần Thảo Trang,2.72,47,6.8,0,15,1,1,Thap
SV22967,Nguyễn Anh Khánh,2.71,38,6.8,0,21,0,0,Thap
SV22968,Hoàng Thị Trang,0.0,33,0.0,8,24,0,0,Trung Binh
SV22969,Trần Ngọc Cường,2.7,56,6.8,2,18,0,0,Thap
SV22970,Hoàng Thảo An,2.32,44,5.8,1,18,0,0,Thap
SV22971,Phạm Văn Khánh,2.5,53,6.2,0,30,0,0,Thap
SV22972,Vũ Anh Giang,2.2,93,5.5,4,15,0,0,Cao
SV22973,Nguyễn Văn An,2.4,60,6.0,2,15,0,0,Trung Binh
SV22974,Hoàng Thị Nam,2.32,53,5.8,1,15,0,0,Thap
SV22975,Vũ Quang Dũng,0.0,85,0.0,0,0,0,0,Cao
SV22976,Hoàng Thảo Hương,2.93,47,7.3,0,30,0,0,Thap
SV22977,Lê Quang Cường,2.6,44,6.5,0,18,0,0,Thap
SV22978,Phạm Thị An,2.56,43,6.4,4,54,0,0,Cao
SV22979,Hoàng Ngọc Linh,2.9,33,7.2,0,18,0,0,Thap
SV22980,Nguyễn Ngọc An,2.92,80,7.3,1,15,0,0,Cao
SV22981,Phạm Thị Trang,2.5,39,6.2,0,18,0,0,Thap
SV22982,Đặng Ngọc Nam,2.8,33,7.0,0,18,0,0,Thap
SV22983,Nguyễn Quang Trang,2.76,33,6.9,0,21,0,0,Thap
SV22984,Lê Anh Linh,2.89,39,7.2,0,18,1,1,Thap
SV22985,Vũ Quang Dũng,2.87,33,7.2,1,21,0,0,Thap
SV22986,Phạm Ngọc Hương,2.87,33,7.2,0,18,0,0,Thap
SV22987,Nguyễn Đức Giang,2.45,56,6.1,2,18,0,0,Trung Binh
SV22988,Bùi Anh Bình,2.67,50,6.7,0,18,0,0,Thap
SV22989,Đặng Ngọc Nam,2.6,33,6.5,0,36,0,0,Thap
SV22990,Hoàng Minh An,2.35,56,5.9,2,18,0,0,Trung Binh
SV22991,Nguyễn Anh Cường,2.9,44,7.2,0,18,0,0,Thap
SV22992,Trần Anh Cường,2.36,33,5.9,1,24,0,0,Thap
SV22993,Nguyễn Thảo Cường,0.0,0,0.0,6,18,0,0,Cao
SV22994,Nguyễn Quang Hương,2.48,33,6.2,1,18,0,0,Thap
SV22995,Hoàng Quang Dũng,2.51,39,6.3,0,18,0,0,Thap
SV22996,Phạm Đức Bình,2.77,33,6.9,0,21,0,0,Thap
SV22997,Hoàng Thảo Khánh,2.37,50,5.9,1,18,0,0,Thap
SV22998,Bùi Quang Hương,2.2,67,5.5,1,15,0,0,Trung Binh
SV22999,Lê Anh An,2.93,33,7.3,0,18,0,0,Thap
SV23000,Đặng Văn An,0.0,33,0.0,4,12,0,0,Cao
SV23001,Hoàng Thị Cường,2.54,50,6.4,1,24,0,0,Trung Binh
SV23002,Lê Thảo Khánh,2.68,43,6.7,0,21,0,0,Thap
SV23003,Vũ Quang Trang,2.8,39,7.0,0,18,0,0,Cao
SV23004,Trần Minh Dũng,2.43,38,6.1,0,21,0,0,Cao
SV23005,Nguyễn Văn Bình,2.56,33,6.4,0,15,1,1,Thap
SV23006,Đặng Ngọc Dũng,2.91,33,7.3,0,21,0,0,Thap
SV23007,Lê Văn Giang,2.25,60,5.6,1,15,0,0,Thap
SV23008,Đặng Thị Giang,2.0,80,5.0,3,15,0,0,Trung Binh
SV23009,Vũ Minh Khánh,2.88,44,7.2,1,18,0,0,Cao
SV23010,Nguyễn Quang Dũng,2.6,33,6.5,0,21,0,0,Thap
SV23011,Bùi Anh Dũng,3.15,78,7.9,0,18,0,0,Thap
SV23012,Vũ Văn Giang,2.46,61,6.1,1,18,0,0,Cao
SV23013,Vũ Đức Dũng,2.75,33,6.9,1,21,0,0,Thap
SV23014,Bùi Anh Nam,2.77,39,6.9,0,18,0,0,Thap
SV23015,Phạm Minh Linh,0.0,0,0.0,7,21,0,0,Cao
SV23016,Vũ Anh Bình,2.94,43,7.4,0,21,0,0,Thap
SV23017,Trần Văn Cường,2.92,39,7.3,0,33,0,0,Thap
SV23018,Phạm Thị An,2.74,33,6.8,0,21,0,0,Thap
SV23019,Vũ Thảo Cường,2.63,53,6.6,0,15,0,0,Thap
SV23020,Đặng Văn An,2.16,61,5.4,1,18,0,0,Thap
SV23021,Đặng Thảo Nam,2.4,53,6.0,2,15,0,0,Thap
SV23022,Đặng Đức Linh,2.79,38,7.0,1,21,0,0,Thap
SV23023,Phạm Anh Cường,2.6,50,6.5,2,18,0,0,Cao
SV23024,Vũ Minh Cường,0.0,85,0.0,0,0,0,0,Thap
SV23025,Hoàng Đức Dũng,0.0,85,0.0,0,0,0,0,Thap
SV23026,Nguyễn Anh An,2.8,33,7.0,1,24,0,0,Thap
